city,neighbourhood,latitude,longitude
São Paulo,Jardim Campinas,-23.1569917,-47.041184891867985
São Paulo,Jardim Campo dos Ferreiros,,
São Paulo,Jardim Campo Grande,-21.7615471,-52.118635
São Paulo,Jardim Campo Limpo,,
São Paulo,Jardim Campos,-22.8280583,-45.2169469
São Paulo,Jardim Capão Redondo,-23.6749048,-46.795916
São Paulo,Jardim Capela,-23.727746449999998,-46.79038465364937
São Paulo,Jardim Capelinha,-20.498722,-48.0015823
São Paulo,Jardim Caravelas,,
São Paulo,Jardim Carlu,,
São Paulo,Jardim Carolina,-23.4263219,-47.4131262
São Paulo,Jardim Carombe,,
São Paulo,Jardim Casa Grande,-23.5704526,-48.0423992
São Paulo,Jardim Casa Pintada,,
São Paulo,Jardim Casablanca,,
São Paulo,Jardim Castelo,,
São Paulo,Jardim Castro Alves,,
São Paulo,Jardim Catanduva,-21.1358003,-49.0048814
São Paulo,Jardim Catarina,-22.8328178,-47.1622255
São Paulo,Jardim Cecy,,
São Paulo,Jardim Celeste,-23.4855674,-47.4932116
São Paulo,Jardim Célia,-23.5560725,-48.008481308450186
São Paulo,Jardim Centenário,-22.3609606,-46.9483048
São Paulo,Jardim Cibele,,
São Paulo,Jardim Cidade Pirituba,,
São Paulo,Jardim Cidalia,,
São Paulo,Jardim Cinco de Julho,,
São Paulo,Jardim Clara Regina,-22.109199850000003,-51.39860279407665
São Paulo,Jardim Clarice,-23.5600664,-47.4560439
São Paulo,Jardim Cláudia,-23.73052345,-46.57617757640044
São Paulo,Jardim Cleide,-23.6677239,-46.4297565
São Paulo,Jardim Clímax,,
São Paulo,Jardim Cliper,-23.7237881,-46.706166326419755
São Paulo,Jardim Coimbra,-23.6579452,-46.4232729
São Paulo,Jardim Colibri,,
São Paulo,Jardim Colombo,-23.6219422,-48.0686707
São Paulo,Jardim Colonial,-23.2842076,-45.894496
São Paulo,Jardim Colorado,-23.5577824,-46.2929089
São Paulo,Jardim Comercial,-23.6545205,-46.75541006111975
São Paulo,Jardim Concórdia,,
São Paulo,Jardim Conquista,-23.6073592,-46.4481325
São Paulo,Jardim Consórcio,-23.67111,-46.67038439857698
São Paulo,Jardim Copacabana,-23.6909871,-46.7716013
São Paulo,Jardim Cordeiro,-23.5591116,-46.4889224
São Paulo,Jardim Corisco,,
São Paulo,Jardim Cotching,,
São Paulo,Jardim Cotiana,,
São Paulo,Jardim Cotinha,-23.510739899999997,-46.47904060218042
São Paulo,Jardim Cris,,
São Paulo,Jardim Cristal,-23.5788359,-47.46692
São Paulo,Jardim Cristália,,
São Paulo,Jardim Cristina,-20.8158425,-49.4994971
São Paulo,Jardim Cruz Corisco,,
São Paulo,Jardim Cruzeiro,-22.3613381,-46.9431806
São Paulo,Jardim D'abril,-23.5747641,-46.7791639
São Paulo,Jardim da Cachoeira,-22.6771172,-45.0040094
São Paulo,Jardim da Campina,-22.888889,-47.081944
São Paulo,Jardim da Conquista,-23.60520125,-46.45726017426203
São Paulo,Jardim da Glória,-23.5827197,-46.6219813
São Paulo,Jardim da Laranjeira,-21.60214335,-48.38892997294859
São Paulo,Jardim da Pedreira,-23.7123738,-46.6584285
São Paulo,Jardim da Saúde,-23.6171973,-46.6185362
São Paulo,Jardim Dalmo,,
São Paulo,Jardim Damasceno,-7.1488703,-34.8487205
São Paulo,Jardim Danfer,-23.5024969,-46.5067477
São Paulo,Jardim das Acácias,-20.9402884,-48.4601569
São Paulo,Jardim das Bandeiras,-23.5537969,-46.8157903
São Paulo,Jardim das Camélias,-21.2703055,-47.309008809056266
São Paulo,Jardim das Carmelitas,,
São Paulo,Jardim das Esmeraldas,-22.3202941,-47.3779714
São Paulo,Jardim das Flores,-23.1479145,-45.7988081
São Paulo,Jardim das Fontes,,
São Paulo,Jardim das Graças,-23.639214,-46.9334043
São Paulo,Jardim das Imbuias,-23.73153755,-46.70915673341246
São Paulo,Jardim das Laranjeiras,-21.8789157,-51.852328
São Paulo,Jardim das Oliveiras,-20.7721022,-49.4116468
São Paulo,Jardim das Palmas,-23.4567737,-46.6036874
São Paulo,Jardim das Palmeiras,-21.1305605,-48.0194819
São Paulo,Jardim das Pedras,-23.7790076,-46.6847563
São Paulo,Jardim das Praias,,
São Paulo,Jardim das Rosas,-23.2839839,-46.7365325
São Paulo,Jardim das Vertentes,-23.590100800000002,-46.74481698577729
São Paulo,Jardim Daysy,,
São Paulo,Jardim de Lorenzo,,
São Paulo,Jardim Denise,-23.2962307,-45.9662415
São Paulo,Jardim Dinar,-23.6812942,-46.7383218
São Paulo,Jardim Dinorah,-23.5994323,-46.9185066
São Paulo,Jardim Dionísio,-20.7359271,-48.9361525
São Paulo,Jardim do Alto,,
São Paulo,Jardim do Campo,,
São Paulo,Jardim do Carmo,-23.4514598,-47.4692199
São Paulo,Jardim do Centro,-20.8260309,-49.389954
São Paulo,Jardim do Colégio,,
São Paulo,Jardim do Divino,-22.2756045,-51.500414255031444
São Paulo,Jardim do Lago,-23.2415124,-45.8410369
São Paulo,Jardim do Tiro,,
São Paulo,Jardim Dom Bosco,-22.3766665,-47.3647857
São Paulo,Jardim Dom Fernando,,
São Paulo,Jardim Dom José,-23.6749048,-46.795916
São Paulo,Jardim Domitila,-23.486448,-46.7508448
São Paulo,Jardim Dona Deolinda,,
São Paulo,Jardim Dona-sinha,-23.591402000000002,-46.51048299285714
São Paulo,Jardim Donaria,,
São Paulo,Jardim dos Álamos,-23.8115094,-46.7374865
São Paulo,Jardim dos Bichinhos,,
São Paulo,Jardim dos Cataldis,,
São Paulo,Jardim dos Estados,-23.5191935,-47.4754837
São Paulo,Jardim dos Eucaliptos,-21.8894787,-51.8372218
São Paulo,Jardim dos Francos,,
São Paulo,Jardim dos Ipês,-22.6738276,-45.00925
São Paulo,Jardim dos Lagos,-23.3097584,-46.7654544
São Paulo,Jardim dos Manacás,-21.7856459,-48.1990252
São Paulo,Jardim dos Pereiras,,
São Paulo,Jardim dos Prados,-24.2622497,-46.9576602
São Paulo,Jardim Dracena,-23.5927619,-46.7597262
São Paulo,Jardim Duprat,-23.6574385,-46.753714095561996
São Paulo,Jardim Edda,,
São Paulo,Jardim Edi,,
São Paulo,Jardim Edilene,-23.7151308,-46.685850220533226
São Paulo,Jardim Edith,,
São Paulo,Jardim Educandário,,
São Paulo,Jardim Egle,,
São Paulo,Jardim Elba,,
São Paulo,Jardim Eledy,,
São Paulo,Jardim Eliana,-23.392036,-47.3798867
São Paulo,Jardim Eliane,-23.557009,-46.50171499537893
São Paulo,Jardim Elisa Maria,-20.3313041,-48.3269475
São Paulo,Jardim Elísio,,
São Paulo,Jardim Eliza,-23.2870891,-46.743656
São Paulo,Jardim Elizabeth,-23.1948734,-47.30713256847156
São Paulo,Jardim Ellus,,
São Paulo,Jardim Elza,-23.1952582,-45.8907371
São Paulo,Jardim Ernestina,-21.4621149,-48.3968329
São Paulo,Jardim Esmeralda,-22.4144379,-46.8352478
São Paulo,Jardim Ester,-23.5813704,-46.7655688
São Paulo,Jardim Ester Yolanda,,
São Paulo,Jardim Estrela D'alva,,
São Paulo,Jardim Etelvina,-23.5301752,-46.4192543
São Paulo,Jardim Europa,-22.7252877,-47.3629074
São Paulo,Jardim Eva,,
São Paulo,Jardim Everest,-22.1064918,-51.4304335
São Paulo,Jardim Fanganiello,-23.54568285,-46.396626737506686
São Paulo,Jardim Faria Lima,-23.5737493,-46.6887724
São Paulo,Jardim Felicidade,-20.7567746,-49.3568452
São Paulo,Jardim Fernandes,-23.5024965,-46.3038887
São Paulo,Jardim Figueira Grande,,
São Paulo,Jardim Filhos da Terra,,
São Paulo,Jardim Filhos Terra,,
São Paulo,Jardim Flor de Maio,,
São Paulo,Jardim Floresta,-23.606434,-47.0282958
São Paulo,Jardim Flórida Paulista,,
São Paulo,Jardim Fluminense,,
São Paulo,Jardim Fontalis,-23.4358302,-46.5770716
São Paulo,Jardim Fonte do Morumbi,,
São Paulo,Jardim Franca,-23.4771766,-46.6143865
São Paulo,Jardim Francisco Mendes,-22.348135499999998,-46.93661657262615
São Paulo,Jardim Fraternidade,-22.9182949,-46.5443972
São Paulo,Jardim Fujihara,,
São Paulo,Jardim Galli,-21.7566981,-48.1630321
São Paulo,Jardim Germania,-23.6572228,-46.7592181
São Paulo,Jardim Gianetti,,
São Paulo,Jardim Gilda Maria,,
São Paulo,Jardim Glória,-20.7321694,-48.9148021
São Paulo,Jardim Gonzaga,-23.5576858,-46.6355505
São Paulo,Jardim Grimaldi,-23.5985166,-46.5196761
São Paulo,Jardim Guacuri,-23.70437,-46.63232953422371
São Paulo,Jardim Guaianazes,-23.5494975,-46.426182448780295
São Paulo,Jardim Guairaca,,
São Paulo,Jardim Guanabara,-22.8930847,-47.0639837
São Paulo,Jardim Guanca,,
São Paulo,Jardim Guanhembu,,
São Paulo,Jardim Guapira,-23.4573682,-46.5887224
São Paulo,Jardim Guarani,-23.2968659,-45.9617522
São Paulo,Jardim Guarapiranga,-23.690603199999998,-46.77406563825714
São Paulo,Jardim Guarau,-23.5954435,-46.7666459
São Paulo,Jardim Guarujá,-23.6937284,-46.7898945
São Paulo,Jardim Guedala,,
São Paulo,Jardim Guiomar,-23.143590600000003,-47.03735350581912
São Paulo,Jardim Gustavo,-23.4781649,-46.5834804
São Paulo,Jardim Hadad,-23.9371641,-46.37204813923585
São Paulo,Jardim Haia do Carrão,,
São Paulo,Jardim Hebrom,,
São Paulo,Jardim Helena,-23.48228355,-46.423410226982504
São Paulo,Jardim Helga,-23.642961,-46.77411065296025
São Paulo,Jardim Helian,,
São Paulo,Jardim Heliomar,,
São Paulo,Jardim Heloísa,-23.4106084,-46.8711928
São Paulo,Jardim Hercilia,,
São Paulo,Jardim Herculano,-23.69184795,-46.75435192772498
São Paulo,Jardim Herplin,-23.7888291,-46.7153683
São Paulo,Jardim Hípico,,
São Paulo,Jardim Humaitá,,
São Paulo,Jardim Iae,-23.6482491,-46.5383582
São Paulo,Jardim Ibirapuera,-22.5935275,-47.4092206
São Paulo,Jardim Ibiratiba,,
São Paulo,Jardim Ibitirama,,
São Paulo,Jardim Icaraí,-22.1251354,-51.4135716
São Paulo,Jardim Ida Guedes,,
São Paulo,Jardim Ideal,-22.2795539,-51.492836011255925
São Paulo,Jardim Iguatemi,-22.9332224,-46.564884
São Paulo,Jardim Imbé,-23.67570455,-46.76470113729799
São Paulo,Jardim Imperador,-23.5891286,-46.5021383
São Paulo,Jardim Imperial,-23.2790501,-45.9008764
São Paulo,Jardim Império,-23.7151308,-46.685850220533226
São Paulo,Jardim Indaiá,-21.7464908,-48.1433092
São Paulo,Jardim Independência,-22.069268,-51.4783132
São Paulo,Jardim Ingá,,
São Paulo,Jardim Internacional,,
São Paulo,Jardim Ipanema,-20.2700459,-50.2762973
São Paulo,Jardim Ipe,-23.5002153,-46.414543
São Paulo,Jardim Iporá,-23.7839695,-46.7117903
São Paulo,Jardim Iporanga,-23.7271039,-46.7040885
São Paulo,Jardim Iracema,-23.5122386,-46.8604775
São Paulo,Jardim Irapiranga,,
São Paulo,Jardim Irene,-23.3463009,-47.6923672
São Paulo,Jardim Íris,-21.8241903,-48.1438865
São Paulo,Jardim Itacolomi,-23.6625583,-46.6519454
São Paulo,Jardim Itajaí,-23.7628543,-46.6896022
São Paulo,Jardim Itália,-23.5897055,-48.0338551
São Paulo,Jardim Itaóca,-23.6597695,-46.7749383
São Paulo,Jardim Itapema,-20.7794477,-49.3939465
São Paulo,Jardim Itapemirim,-23.4800372,-47.5052923
São Paulo,Jardim Itapeva,-23.672454,-46.4138961
São Paulo,Jardim Itápolis,-21.6154284,-48.81520570761661
São Paulo,Jardim Itapura,-22.1261665,-51.3713395
São Paulo,Jardim Itatiaia,-23.2063093,-46.9043286
São Paulo,Jardim Iv Centenário,-23.1802446,-46.9243949629822
São Paulo,Jardim Iva,-23.6700924,-46.79906229008792
São Paulo,Jardim Ivana,,
São Paulo,Jardim Ivone,-22.2807576,-49.064289036674445
São Paulo,Jardim Jabaquara,-23.6526887,-46.61639075253683
São Paulo,Jardim Jaçanã,-23.4678052,-46.5756811
São Paulo,Jardim Jamaica,-23.6825827,-46.5323021
São Paulo,Jardim Japão,-23.6645771,-47.0740279
São Paulo,Jardim Jaqueline,-23.5945788,-46.7536592
São Paulo,Jardim Jaraguá,-23.1491415,-46.5595476
São Paulo,Jardim Jaú,-22.4028695,-47.9759482
São Paulo,Jardim Joamar,-23.449106550000003,-46.596223127060405
São Paulo,Jardim Joana D'arc,,
São Paulo,Jardim João Xxiii,-23.6028459,-46.7927124
São Paulo,Jardim Jordão,-22.7090536,-45.5611256
São Paulo,Jardim Juá,-23.61224025,-46.63519647195069
São Paulo,Jardim Julieta,-23.5490196,-46.9244594
São Paulo,Jardim Jurema,-23.4434759,-46.4258902
São Paulo,Jardim Jussara,-23.5955395,-46.7597237
São Paulo,Jardim Kagohara,,
São Paulo,Jardim Keralux,-23.4823774,-46.4936394
São Paulo,Jardim Kika,-23.7362791,-46.68670027176191
São Paulo,Jardim Kioto,,
São Paulo,Jardim Labitary,,
São Paulo,Jardim Lajeado,-23.5301752,-46.4192543
São Paulo,Jardim Lallo,,
São Paulo,Jardim Laone,,
São Paulo,Jardim Lapena,,
São Paulo,Jardim Laranjeira,-21.60214335,-48.38892997294859
São Paulo,Jardim Laranjeira - Zona Leste,,
São Paulo,Jardim Laura,-23.7456621,-46.6130325
São Paulo,Jardim Leila,-23.542320500000002,-46.38167904449065
São Paulo,Jardim Leme,-23.6387903,-46.7895888
São Paulo,Jardim Leni,,
São Paulo,Jardim Leonardo,-23.6482491,-46.5383582
São Paulo,Jardim Leônidas Moreira,,
São Paulo,Jardim Leonor,-23.6087105,-46.9300813
São Paulo,Jardim Leonor Mendes de Barros,-23.4662424,-46.6106314
São Paulo,Jardim Letícia,-22.1964698,-47.4061346
São Paulo,Jardim Líbano,-23.485661,-46.7327022
São Paulo,Jardim Líder,-23.5546442,-46.4927353
São Paulo,Jardim Liderança,,
São Paulo,Jardim Lídia,-23.6752287,-46.4593389
São Paulo,Jardim Lilah,,
São Paulo,Jardim Limoeiro,-23.4001845,-46.3175881
São Paulo,Jardim Lisboa,-23.5196635,-46.4977812
São Paulo,Jardim Londrina,-23.2554217,-51.1762897
São Paulo,Jardim Los Angeles,-20.7937932,-49.3993204
São Paulo,Jardim Lourdes,-22.27558355,-51.500597748041926
São Paulo,Jardim Luanda,,
São Paulo,Jardim Lucélia,-21.70795735,-51.057932505137515
São Paulo,Jardim Lúcia,-22.8336811,-47.1679316
São Paulo,Jardim Luciana,-22.1853176,-49.9343526
São Paulo,Jardim Lucinda,-23.6293285,-46.5138629
São Paulo,Jardim Luisa,,
São Paulo,Jardim Luso,-23.687737,-46.638878097517484
São Paulo,Jardim Luzitania,-23.64705085,-46.78020523242816
São Paulo,Jardim Mabel,-23.5069865,-46.37828252353474
São Paulo,Jardim Macedônia,-23.655197,-46.792709296535136
São Paulo,Jardim Machado,-23.5805931,-46.6977209
São Paulo,Jardim Maggi,-23.321769,-46.7673532
São Paulo,Jardim Maia,-23.4940321,-46.4140362
São Paulo,Jardim Malia I,,
São Paulo,Jardim Malia Ii,,
São Paulo,Jardim Mangalot,-23.4916257,-46.747597
São Paulo,Jardim Marabá,-22.3671752,-49.0350139
São Paulo,Jardim Maracá,,
São Paulo,Jardim Maracanã,-20.8266736,-49.4093424
São Paulo,Jardim Marajoara,-23.6553634,-46.6849371
São Paulo,Jardim Marcel,,
São Paulo,Jardim Marco Paulo,-23.1699078,-46.8885617
São Paulo,Jardim Margarida,-23.6150035,-47.0434452
São Paulo,Jardim Maria Amália,,
São Paulo,Jardim Maria Augusta,-23.0253723,-45.5442469
São Paulo,Jardim Maria Duarte,-23.6159206,-46.7558079
São Paulo,Jardim Maria Emília,-22.9162409,-45.4458642
São Paulo,Jardim Maria Estela,,
São Paulo,Jardim Maria Lídia,,
São Paulo,Jardim Maria Lúcia,-20.7672804,-49.4049768
São Paulo,Jardim Maria Luíza,-23.5879016,-48.0621055
São Paulo,Jardim Maria Nazaré,,
São Paulo,Jardim Maria Rita,,
São Paulo,Jardim Maria Sampaio,,
São Paulo,Jardim Maria Virgínia,-22.27558355,-51.500597748041926
São Paulo,Jardim Mariane,,
São Paulo,Jardim Marilda,-23.4264085,-46.514675495675256
São Paulo,Jardim Marília,-23.5668273,-46.4966351
São Paulo,Jardim Mariliza,,
São Paulo,Jardim Marilu,-20.8113238,-49.5026508
São Paulo,Jardim Maringá,-23.666248,-46.428763
São Paulo,Jardim Marisa,-23.037882,-47.112788
São Paulo,Jardim Maristela,-23.4884604,-46.7524431
São Paulo,Jardim Marpu,,
São Paulo,Jardim Marquesa,,
São Paulo,Jardim Martini,-22.82407665,-47.07837874934823
São Paulo,Jardim Martinica,,
São Paulo,Jardim Martins Silva,,
São Paulo,Jardim Matarazzo,-23.4815943,-46.49428538907014
São Paulo,Jardim Mazza,-23.5385152,-46.2926268
São Paulo,Jardim Meliunas,,
São Paulo,Jardim Melo,-23.6865424,-46.635203
São Paulo,Jardim Mimar,,
São Paulo,Jardim Miragaia,,
São Paulo,Jardim Mirante,-23.4453425,-46.9241231
São Paulo,Jardim Miriam,-23.6810039,-46.6396596
São Paulo,Jardim Mitsutani,-23.64780615,-46.78981661900375
São Paulo,Jardim Modelo,-23.4678052,-46.5756811
São Paulo,Jardim Mônica,-23.4811513,-46.286623
São Paulo,Jardim Monjolo,,
São Paulo,Jardim Monte Alegre,-23.6005259,-46.7681687
São Paulo,Jardim Monte Azul,,
São Paulo,Jardim Monte Belo,-23.4442125,-46.80011256841483
São Paulo,Jardim Monte Kemel,,
São Paulo,Jardim Monte Verde,-23.8753608,-48.0058357
São Paulo,Jardim Morais Prado,,
São Paulo,Jardim Moreno,-23.5113032,-47.44556417980861
São Paulo,Jardim Morro Verde,-22.3887226,-46.9323562
São Paulo,Jardim Morumbi,-23.4674102,-47.4404657
São Paulo,Jardim Mutinga,-23.4969236,-46.8142299
São Paulo,Jardim Myrna,-23.770667,-46.6936448
São Paulo,Jardim Nadir,,
São Paulo,Jardim Nair,-22.9235737,-45.4688263
São Paulo,Jardim Nakamura,-23.70077895,-46.77498506356635
São Paulo,Jardim Namba,,
São Paulo,Jardim Naufal,,
São Paulo,Jardim Nazareth,-20.7826888,-49.358338
São Paulo,Jardim Neide,-23.1854907,-46.8523652
São Paulo,Jardim Neila,,
São Paulo,Jardim Nélia,-23.513463,-46.386878982032854
São Paulo,Jardim Nélia Iv,,
São Paulo,Jardim Nelly,,
São Paulo,Jardim Nice,-23.6430392,-46.5077268
São Paulo,Jardim Ninho Verde II,,
São Paulo,Jardim Niterói,,
São Paulo,Jardim Nizia,,
São Paulo,Jardim Noêmia,-20.5576425,-47.3730243
São Paulo,Jardim Nordeste,-23.5331087,-46.4845035
São Paulo,Jardim Norma,-23.4504425,-46.72011469169482
São Paulo,Jardim Noronha,-23.7696883,-46.677779
São Paulo,Jardim Nossa Senhora Aparecida,-23.2586109,-46.7327964
São Paulo,Jardim Nossa Senhora do Carmo,,
São Paulo,Jardim Nosso Lar,-23.0355592,-49.7095839
São Paulo,Jardim Nova Conquista,-22.7277466,-47.3826209
São Paulo,Jardim Nova Germania,,
São Paulo,Jardim Nova Guaianazes,,
São Paulo,Jardim Nova Harmonia,-20.7367296,-48.9050916
São Paulo,Jardim Nova Tereza,-23.3463784,-46.7465493
São Paulo,Jardim Nova Vitória I,,
São Paulo,Jardim Nova Vitória II,,
São Paulo,Jardim Nove de Julho,,
São Paulo,Jardim Novo Carrão,,
São Paulo,Jardim Novo Horizonte,-23.350277,-47.6823817
São Paulo,Jardim Novo Jaú,,
São Paulo,Jardim Novo Lar,,
São Paulo,Jardim Novo Mundo,-20.8296944,-49.3782932
São Paulo,Jardim Novo Pantanal,,
São Paulo,Jardim Novo Parelheiros,-23.829801,-46.7266951
São Paulo,Jardim Novo Santo Amaro,,
São Paulo,Jardim Novo Taboão,,
São Paulo,Jardim Odete,-23.4663289,-46.3299823
São Paulo,Jardim Olinda,-22.7562078,-47.1771294
São Paulo,Jardim Olympia,,
São Paulo,Jardim Ondina,-23.5317066,-47.4304578
São Paulo,Jardim Orbam,,
São Paulo,Jardim Oriental,-23.2447832,-45.9024001
São Paulo,Jardim Orly,,
São Paulo,Jardim Palmares,-20.3366143,-48.3207174
São Paulo,Jardim Palmares - Zona Norte,,
São Paulo,Jardim Panorama,-20.8258541,-49.4046526
São Paulo,Jardim Panorama D'oeste,-20.8258541,-49.4046526
São Paulo,Jardim Pantanal,-22.329573,-46.9269375
São Paulo,Jardim Papai Noel,-23.8254716,-46.7024022
São Paulo,Jardim Paquetá,-23.468049,-46.71420060827478
São Paulo,Jardim Paraguaçu,-22.4131286,-50.57279727301588
São Paulo,Jardim Paraíso,-22.4785078,-46.623682
São Paulo,Jardim Paraná,-22.6426898,-50.4315113
São Paulo,Jardim Paris,-23.5208681,-47.4932086
São Paulo,Jardim Parque Morumbi,-23.6231623,-46.7287918
São Paulo,Jardim Patente,-23.6276252,-46.586882
São Paulo,Jardim Patente Novo,,
São Paulo,Jardim Paulista,-23.5674355,-46.66369172062514
São Paulo,Jardim Paulistano,-22.7253711,-47.337275
São Paulo,Jardim Paulo Afonso,-10.3854771,-38.0505876
São Paulo,Jardim Paulo Vi,-23.5997211,-46.7872301
São Paulo,Jardim Pedra Branca,-23.581581200000002,-46.41925852809988
São Paulo,Jardim Pedras,-23.7790076,-46.6847563
São Paulo,Jardim Pedro José Nunes,-23.5015079,-46.465787
São Paulo,Jardim Penha,-22.429573,-46.8271284
São Paulo,Jardim Pereira Leite,,
São Paulo,Jardim Pereiras,-23.0848345,-47.9746771
São Paulo,Jardim Peri,-23.4570897,-46.6668812
São Paulo,Jardim Peri Novo,,
São Paulo,Jardim Peri Peri,-23.4570897,-46.6668812
São Paulo,Jardim Pérola I,-22.7448372,-47.3714211
São Paulo,Jardim Pérola II,-22.7448372,-47.3714211
São Paulo,Jardim Pérola III,-22.7448372,-47.3714211
São Paulo,Jardim Petrópolis,-23.620298,-46.9293332
São Paulo,Jardim Picolo,,
São Paulo,Jardim Pinheiros,-21.7697136,-48.1364078
São Paulo,Jardim Piqueroby,,
São Paulo,Jardim Piracuama,,
São Paulo,Jardim Pirajussara,-23.656397300000002,-46.808631678851455
São Paulo,Jardim Piratininga,-23.4952694,-47.4312204
São Paulo,Jardim Pirituba,-23.4367799,-46.7205286
São Paulo,Jardim Planalto,-22.0633144,-46.9688798
São Paulo,Jardim Ponte Rasa,,
São Paulo,Jardim Popular,-23.5168481,-46.5037729
São Paulo,Jardim Portal I E Ii,,
São Paulo,Jardim Porteira Grande,-23.5779273,-46.218407
São Paulo,Jardim Pouso Alegre,-23.327051,-46.7200863
São Paulo,Jardim Prainha,-9.39441175,-38.243489325439015
São Paulo,Jardim Premiano,,
São Paulo,Jardim Presidente,-23.7303056,-46.702083
São Paulo,Jardim Previdência,-23.6225846,-46.6175165
São Paulo,Jardim Primavera,-23.2848366,-45.9488406
São Paulo,Jardim Princesa,-23.4088432,-46.4769383
São Paulo,Jardim Progresso,-21.9931961,-46.7820062
São Paulo,Jardim Promissão,-23.6958415,-46.5989842
São Paulo,Jardim Prudência,-23.64494605,-46.67252862486157
São Paulo,Jardim Quarto Centenário,,
São Paulo,Jardim Quisisana,,
São Paulo,Jardim Ramala,,
São Paulo,Jardim Raposo Tavares,-23.5946274,-46.8047135
São Paulo,Jardim Real,-23.3065116,-45.9285481
São Paulo,Jardim Recanto do Sol,-23.1657874,-47.739015
São Paulo,Jardim Recanto Verde,,
São Paulo,Jardim Record,-23.629288,-46.7857814
São Paulo,Jardim Recreio,-21.1729197,-47.8661616
São Paulo,Jardim Redenção,,
São Paulo,Jardim Redil,,
São Paulo,Jardim Regina,-22.9413813,-45.3757064
São Paulo,Jardim Régis,-23.6482491,-46.5383582
São Paulo,Jardim Reimberg,,
São Paulo,Jardim Represa,-23.4044655,-46.8770597
São Paulo,Jardim República,-23.5546721,-46.642667
São Paulo,Jardim Ribilene,,
São Paulo,Jardim Ricardo,-22.8940998,-47.1723819
São Paulo,Jardim Rincão,-23.402804600000003,-46.336906648202906
São Paulo,Jardim Rio Bonito,,
São Paulo,Jardim Rio Douro,,
São Paulo,Jardim Rio Pequeno,,
São Paulo,Jardim Riviera,-23.7451155,-46.4941872
São Paulo,Jardim Rizzo,-23.4707951,-47.468738436388605
São Paulo,Jardim Robru,-23.5210822,-46.4110381
São Paulo,Jardim Rodolfo Pirani,,
São Paulo,Jardim Romano,-23.4803729,-46.3840889
São Paulo,Jardim Roni,,
São Paulo,Jardim Rosa Maria,-23.5918247,-46.77103
São Paulo,Jardim Rosana,-23.64656725,-46.77453232146234
São Paulo,Jardim Roschel,-23.829801,-46.7266951
São Paulo,Jardim Roseli,-23.5980591,-46.4363475
São Paulo,Jardim Rosina,-23.6614682,-46.4626535
São Paulo,Jardim Rosinha,-23.2679507,-47.2848827
São Paulo,Jardim Rossin,,
São Paulo,Jardim Rubilene,,
São Paulo,Jardim Rubio,,
São Paulo,Jardim Russo,-23.5509275,-46.801701489358194
São Paulo,Jardim Ruth,-23.5261959,-46.3439681
São Paulo,Jardim S Kemel,,
São Paulo,Jardim Sabará,-22.1154849,-51.4219402
São Paulo,Jardim Sabiá,-23.7831588,-46.6911375
São Paulo,Jardim Sabiá II,-23.7831588,-46.6911375
São Paulo,Jardim Sagrado Coração,,
São Paulo,Jardim Samambaia,-23.1525548,-47.0534013
São Paulo,Jardim Samara,,
São Paulo,Jardim Sandra,-23.6341934,-46.94469
São Paulo,Jardim Sandra Maria,-23.0282541,-45.5305001
São Paulo,Jardim Santa Adélia,-20.2871561,-50.2279794
São Paulo,Jardim Santa Bárbara,-23.1495913,-47.0304377
São Paulo,Jardim Santa Cruz,-22.3252776,-46.9429522
São Paulo,Jardim Santa Edwiges,-23.3302593,-46.7541024
São Paulo,Jardim Santa Efigênia,-20.730007,-48.9123076
São Paulo,Jardim Santa Emília,,
São Paulo,Jardim Santa Etelvina,-23.58750535,-46.42098733720631
São Paulo,Jardim Santa Fé,-23.8311875,-46.71258941892523
São Paulo,Jardim Santa Filomena,-22.1282657,-51.3816912
São Paulo,Jardim Santa Francisca Cabrini,,
São Paulo,Jardim Santa Gertrudes,-23.2467873,-46.8544198
São Paulo,Jardim Santa Helena,-22.9888087,-46.5255004
São Paulo,Jardim Santa Ines,-23.7114097,-46.4356886
São Paulo,Jardim Santa Josefina,,
São Paulo,Jardim Santa Lucrécia,,
São Paulo,Jardim Santa Margarida,,
São Paulo,Jardim Santa Maria,-23.5831825,-46.811105
São Paulo,Jardim Santa Mônica,-23.4769042,-46.7469233
São Paulo,Jardim Santa Rita,-22.3172075,-46.9499556
São Paulo,Jardim Santa Tereza,-23.2641412,-47.3082662
São Paulo,Jardim Santa Terezinha,-23.4099122,-46.4464433
São Paulo,Jardim Santa Zélia,-22.27976365,-51.49281725448354
São Paulo,Jardim Santo Alberto,-23.6305741,-46.4948801
São Paulo,Jardim Santo Amaro,-23.451397,-47.4916213
São Paulo,Jardim Santo André,-22.3436777,-46.9424425
São Paulo,Jardim Santo Antoninho,,
São Paulo,Jardim Santo Antônio,-22.3491683,-46.9451016
São Paulo,Jardim Santo Elias,-23.497383,-46.7491811
São Paulo,Jardim Santo Onofre,,
São Paulo,Jardim Santos Dumont,-22.3396129,-49.0269192
São Paulo,Jardim São Benedito,-21.0082803,-48.2066613
São Paulo,Jardim São Bento,-21.7634055,-48.2132639
São Paulo,Jardim São Bento Novo,,
São Paulo,Jardim São Bernardo,-20.2910748,-50.2393521
São Paulo,Jardim São Carlos,-22.3526534,-46.9438418
São Paulo,Jardim São Cristóvão,-23.0525736,-47.8407421
