city,neighbourhood,latitude,longitude
São Paulo,Jardim São Francisco,-22.3383027,-46.9354057
São Paulo,Jardim São Francisco de Assis,-22.8072852,-47.2242949
São Paulo,Jardim São Gabriel,-23.3638422,-46.0266331
São Paulo,Jardim São Gilberto,,
São Paulo,Jardim São Gonçalo,,
São Paulo,Jardim São Januário,,
São Paulo,Jardim São João,-24.3239798,-47.0081115
São Paulo,Jardim São Joaquim,-22.3552654,-47.3919082
São Paulo,Jardim São Jorge,-23.4200222,-46.2913881
São Paulo,Jardim São José,-23.2988287,-45.974894
São Paulo,Jardim São Judas Tadeu,-23.6306975,-46.8100456
São Paulo,Jardim São Luís,-23.683573250000002,-46.737762089371984
São Paulo,Jardim São Manoel,-22.5795553,-47.406221
São Paulo,Jardim São Martinho,,
São Paulo,Jardim São Mateus,-24.4974784,-47.8616571
São Paulo,Jardim São Miguel,-22.9461109,-46.5625454
São Paulo,Jardim São Nicolau,-23.827615,-46.6974912
São Paulo,Jardim São Paulo,-22.3616557,-46.9351133
São Paulo,Jardim São Pedro,-23.5114615,-46.1370753
São Paulo,Jardim São Rafael,-20.4210908,-49.9916312
São Paulo,Jardim São Remo,,
São Paulo,Jardim São Ricardo,-23.2129192,-45.9100185
São Paulo,Jardim São Roberto,-23.6181147,-46.4987297
São Paulo,Jardim São Roque,-23.5493571,-49.2436232
São Paulo,Jardim São Saverio,,
São Paulo,Jardim São Sebastião,-21.140188,-47.9736278
São Paulo,Jardim São Silvestre,-23.5479655,-46.8010811
São Paulo,Jardim São Vicente,-20.8001691,-49.3685524
São Paulo,Jardim São Vítor,,
São Paulo,Jardim Sapopemba,-23.6181147,-46.4987297
São Paulo,Jardim Sarah,-22.3505869,-49.0543725
São Paulo,Jardim Satélite,-22.1386711,-51.4165883
São Paulo,Jardim Seckler,-23.2138685,-47.5069535
São Paulo,Jardim Selma,-23.3742311,-45.8816488
São Paulo,Jardim Senice,,
São Paulo,Jardim Sertãozinho,-21.1312807,-47.9743573
São Paulo,Jardim Shangrilá,-23.1680612,-46.5722076
São Paulo,Jardim Silva Teles,-23.5011873,-46.4079303
São Paulo,Jardim Silveira,-23.534172050000002,-46.886543714027525
São Paulo,Jardim Sílvia,-23.0774073,-47.9715067
São Paulo,Jardim Sipramar,,
São Paulo,Jardim Soares,-22.3619925,-46.9397562
São Paulo,Jardim Solange,-22.3533021,-49.0932683
São Paulo,Jardim Somara,,
São Paulo,Jardim Sônia,-20.784685,-49.372874
São Paulo,Jardim Sônia Ingá,-23.6759558,-46.76781777799884
São Paulo,Jardim Sônia Regina,,
São Paulo,Jardim Soraia,-20.8176967,-49.3520437
São Paulo,Jardim Souza,-23.5067621,-46.1447129
São Paulo,Jardim Sul São Paulo,-23.2478856,-45.8909972
São Paulo,Jardim Suzana,-20.7804919,-49.3732757
São Paulo,Jardim Sydney,,
São Paulo,Jardim Taboão,-23.4311515,-46.5008952
São Paulo,Jardim Taipas,-23.432608,-46.71121
São Paulo,Jardim Tamoio,-23.1905918,-46.85153
São Paulo,Jardim Tanay,,
São Paulo,Jardim Tango,,
São Paulo,Jardim Tapera,,
São Paulo,Jardim Taquaral,-22.8829135,-47.04028950618565
São Paulo,Jardim Tenani,,
São Paulo,Jardim Teresa,-20.2661168,-50.264140893743644
São Paulo,Jardim Têxtil,,
São Paulo,Jardim Thealia,,
São Paulo,Jardim Thomaz,-20.608138150000002,-49.64251703457772
São Paulo,Jardim Tietê,-23.0995593,-47.7211011
São Paulo,Jardim Tiro Alto Pombo,,
São Paulo,Jardim Toca,,
São Paulo,Jardim Tremembé,-23.4358302,-46.5770716
São Paulo,Jardim Três Corações,-23.7695695,-46.6833609
São Paulo,Jardim Três Marias,-23.517715,-46.4934118
São Paulo,Jardim Triana,,
São Paulo,Jardim Tropical,-22.4309683,-46.8106492
São Paulo,Jardim Trussardi,,
São Paulo,Jardim Tua,,
São Paulo,Jardim Tupã,-23.5294076,-46.8860179
São Paulo,Jardim Tupi,-21.3806754,-51.5622233
São Paulo,Jardim Turquesa,,
São Paulo,Jardim Uberaba,,
São Paulo,Jardim Ubirajara,-23.5627596,-46.187978
São Paulo,Jardim Uirapuru,-20.2660864,-50.2646379
São Paulo,Jardim Umarizal,,
São Paulo,Jardim Umuarama,-20.4316527,-49.981699
São Paulo,Jardim União,-23.1200569,-47.249313
São Paulo,Jardim Uniserve,,
São Paulo,Jardim Universidade Pinheiros,,
São Paulo,Jardim Vale das Virtudes,,
São Paulo,Jardim Valparaíso,-21.2235735,-50.866639312800004
São Paulo,Jardim Valquíria,-23.657779750000003,-46.77521992876231
São Paulo,Jardim Varginha,-23.7855608,-46.684585
São Paulo,Jardim Vaz de Lima,,
São Paulo,Jardim Vazani,,
São Paulo,Jardim Vera Cruz,-23.0858615,-48.9135324
São Paulo,Jardim Vergueiro,-23.506289,-47.4617123
São Paulo,Jardim Veronia,,
São Paulo,Jardim Viana,-23.5261959,-46.3439681
São Paulo,Jardim Vieira,-20.7922466,-49.365043
São Paulo,Jardim Vila Carrão,-23.6183101,-46.4545343
São Paulo,Jardim Vila Formosa,-23.3059561,-45.95497
São Paulo,Jardim Vila Mariana,-23.5923787,-46.6261595
São Paulo,Jardim Vila Rica,-23.424303,-49.0870326
São Paulo,Jardim Vilas Boas,,
São Paulo,Jardim Vilma,,
São Paulo,Jardim Virgínia,-24.5245352,-47.8142728
São Paulo,Jardim Virgínia Bianca,,
São Paulo,Jardim Vista Alegre,-22.9274927,-46.5664239
São Paulo,Jardim Vista Linda,-20.71359315,-47.86262761356815
São Paulo,Jardim Vitória,-23.9814843,-46.2366596
São Paulo,Jardim Vitória Régia,-20.8204512,-49.3528584
São Paulo,Jardim Vivan,,
São Paulo,Jardim Wanda,,
São Paulo,Jardim Yara,,
São Paulo,Jardim Zaira,-23.6484225,-46.4330135
São Paulo,Jardim Zilda,-20.7885806,-49.381200641666666
São Paulo,Jardins,-21.2760667,-48.689576799900564
São Paulo,Jardins Recanto das Rosas,-23.181967,-47.73936084155696
São Paulo,Jordanópolis,-23.6816399,-46.573467
São Paulo,Jurubatuba,-24.102211,-48.3813765
São Paulo,Lajeado,-23.53624775,-46.41002184740884
São Paulo,Lapa,-23.5215756,-46.7043491
São Paulo,Lapa de Baixo,,
São Paulo,Lar São Paulo,-22.84496985,-47.11854046582046
São Paulo,Lauzane Paulista,-23.4713573,-46.6445383
São Paulo,Liberdade,-23.566703500000003,-46.63180928373991
São Paulo,Limão,-23.5033149,-46.6752722
São Paulo,Limoeiro,-23.5093496,-46.4660017
São Paulo,Loteamento City Jaraguá,,
São Paulo,Luz,-23.53512225,-46.63539301511077
São Paulo,Mandaqui,-23.4839493,-46.6346367
São Paulo,Maranhão,-23.6187209,-46.8995778
São Paulo,Marsilac,-23.937141599999997,-46.710229892849846
São Paulo,Mata Fria,-23.491597,-46.6338685
São Paulo,Miami Paulista,-23.6426372,-47.0298086
São Paulo,Mirandópolis,-21.1328313,-51.1029422
São Paulo,Moema,-23.597085,-46.6628884
São Paulo,Moinho Velho,-23.6120298,-46.6032972
São Paulo,Mooca,-23.5606808,-46.5971924
São Paulo,Morada do Sol,-23.51496,-46.1508641
São Paulo,Morro do Índio,-23.689209,-46.776741
São Paulo,Morro dos Ingleses,-23.5613395,-46.6472831
São Paulo,Morro Grande,-23.0354175,-48.2790542
São Paulo,Morumbi,-23.5964988,-46.7178446
São Paulo,Nossa Senhora do O,-23.5029723,-46.7041697
São Paulo,Nova Piraju,-23.390553,-49.5043955
São Paulo,Núcleo do Engordador,,
São Paulo,Núcleo Lageado,,
São Paulo,Pacaembu,-21.566243,-51.2633114
São Paulo,Paineiras do Morumbi,,
São Paulo,Palanque,-23.4676962,-47.8545961
São Paulo,Parada,-23.5576912,-46.6330307
São Paulo,Parada Inglesa,-23.48701895,-46.60884227694062
São Paulo,Parada Xv de Novembro,-23.5302754,-46.4344073
São Paulo,Parada Xv Novembro,,
São Paulo,Paraíso,-21.015911,-48.776105
São Paulo,Paraíso do Morumbi,,
São Paulo,Paraisópolis,-23.6151173,-46.7271935
São Paulo,Parelheiros,-23.82479075,-46.73307784970178
São Paulo,Pari,-23.532976,-46.6158488
São Paulo,Parque Alto do Rio Bonito,,
São Paulo,Parque Alves de Lima,,
São Paulo,Parque Amazonas,-19.86865665,-43.92347512236367
São Paulo,Parque Amélia,,
São Paulo,Parque América,-23.7786464,-46.4069423
São Paulo,Parque Anhanguera,-23.42522615,-46.777143713697136
São Paulo,Parque Anhembi,-23.516147099999998,-46.64254908902576
São Paulo,Parque Arariba,-23.639358299999998,-46.7508121893928
São Paulo,Parque Artur Alvim,-23.5400697,-46.48754377844347
São Paulo,Parque Atlântico,,
São Paulo,Parque Bairro Morumbi,,
São Paulo,Parque Belém,,
São Paulo,Parque Boa Esperança,-23.5428773,-46.9594984
São Paulo,Parque Bologne,,
São Paulo,Parque Boturussu,,
São Paulo,Parque Brasil,-22.9370637,-46.5548847
São Paulo,Parque Bristol,,
São Paulo,Parque Casa de Pedra,,
São Paulo,Parque Central,-23.6456329,-46.5250579
São Paulo,Parque Cisper,-23.48899825,-46.49401003897003
São Paulo,Parque Cocaia,-23.8198977,-45.36183961082953
São Paulo,Parque Colonial,-23.7263545,-46.6841448
São Paulo,Parque Continental,-23.5445527,-46.7582103
São Paulo,Parque Cristina,,
São Paulo,Parque Cruzeiro do Sul,-22.12076165,-51.41894820995891
São Paulo,Parque da Lapa,,
São Paulo,Parque da Mooca,-23.5705085,-46.5869081
São Paulo,Parque da Vila Prudente,,
São Paulo,Parque das Árvores,-22.7995747,-45.2103863
São Paulo,Parque das Cerejeiras,-22.1300963,-51.4153528
São Paulo,Parque das Flores,-23.3783107,-49.5058307
São Paulo,Parque das Paineiras,-23.537549,-46.4829875
São Paulo,Parque Deizy,,
São Paulo,Parque do Carmo,-23.5787082,-46.458056
São Paulo,Parque do Castelo,-20.5568965,-47.3943206
São Paulo,Parque do Lago,-23.5449679,-46.8972459
São Paulo,Parque do Morumbi,,
São Paulo,Parque do Otero,,
São Paulo,Parque do Terceiro Lago,,
São Paulo,Parque Dom João Neri,,
São Paulo,Parque Doroteia,-23.5533643,-46.69164278153339
São Paulo,Parque dos Bancários,,
São Paulo,Parque dos Príncipes,-23.5756693,-46.7709742
São Paulo,Parque Edu Chaves,-23.475745,-46.5668027
São Paulo,Parque Esmeralda,-23.7437254,-46.5949451
São Paulo,Parque Esperança,-23.52522855,-46.52245939294551
São Paulo,Parque Fernanda,-23.6767146,-46.7939672
São Paulo,Parque Flamengo,-23.4223307,-46.5181908
São Paulo,Parque Florestal,-20.5391634,-47.4598644
São Paulo,Parque Fongaro,-23.6335456,-46.5941876
São Paulo,Parque Grajaú,-23.7360922,-46.6933446
São Paulo,Parque Guaianazes,-23.53844865,-46.40511255816732
São Paulo,Parque Guarani,,
São Paulo,Parque Ibirapuera,-23.58771265,-46.65852139371083
São Paulo,Parque Imperial,-23.413867,-46.5109721
São Paulo,Parque Independência,-23.2527734,-45.9173562
São Paulo,Parque Industrial,-23.2309663,-45.905119
São Paulo,Parque Industrial Tomás Edson,,
São Paulo,Parque Ipe,-23.5957714,-46.7971705
São Paulo,Parque Itaberaba,-23.48593195,-46.692303561255684
São Paulo,Parque Jabaquara,-22.0955301,-51.3885114
São Paulo,Parque Lagoa Rica,,
São Paulo,Parque Lígia,-20.306232,-48.32336086337776
São Paulo,Parque Luís Mucciolo,,
São Paulo,Parque Malagoli,,
São Paulo,Parque Mandaqui,-23.4664042,-46.6334207
São Paulo,Parque Mandi,-23.36329225,-46.01961170471402
São Paulo,Parque Maria Alice,,
São Paulo,Parque Maria Domitila,-23.4912443,-46.7398845
São Paulo,Parque Maria Fernandes,,
São Paulo,Parque Maria Helena,-23.530738,-46.3121052
São Paulo,Parque Maria Luíza,-22.7971445,-47.20319602707967
São Paulo,Parque Monteiro Soares,-23.4904769,-46.6877119
São Paulo,Parque Morumbi,-23.5366117,-47.4559328
São Paulo,Parque Munhoz,-20.42584905,-50.00613380044092
São Paulo,Parque Nações Unidas,-23.4463355,-46.7375747
São Paulo,Parque Novo Grajaú,,
São Paulo,Parque Novo Lar,-22.06253985,-46.9781517
São Paulo,Parque Novo Mundo,-23.2632591,-47.6720595
São Paulo,Parque Novo Santo Amaro,-23.6988272,-46.7830281
São Paulo,Parque Paineiras,-23.537549,-46.4829875
São Paulo,Parque Palmas do Tremembé,-23.4605731,-46.6075123
São Paulo,Parque Panamericano,,
São Paulo,Parque Paulistano,-22.3240935,-49.0483628
São Paulo,Parque Penha,-23.52522855,-46.52245939294551
São Paulo,Parque Pereira,-23.30193395,-45.97169592602759
São Paulo,Parque Peruche,-23.4976702,-46.65486865
São Paulo,Parque Planalto,-23.0021128,-45.5791611
São Paulo,Parque Primavera,-21.6060046,-48.3726788
São Paulo,Parque Ramos Freitas,,
São Paulo,Parque Rebouças,,
São Paulo,Parque Recreio,-22.7815443,-46.59242408146032
São Paulo,Parque Regina,-22.8200389,-47.1650354
São Paulo,Parque Residencial Cocaia,,
São Paulo,Parque Residencial D'abril,,
São Paulo,Parque Residencial da Lapa,,
São Paulo,Parque Residencial dos Lagos,-23.17336565,-47.05361906421002
São Paulo,Parque Residencial Júlia,,
São Paulo,Parque Residencial Oratório,,
São Paulo,Parque Rodrigues Alves,-23.154540400000002,-47.74047333712227
São Paulo,Parque Santa Amélia,,
São Paulo,Parque Santa Bárbara,-22.4454992,-46.8362907
São Paulo,Parque Santa Cecília,,
São Paulo,Parque Santa Madalena,-23.61258735,-46.513947761653256
São Paulo,Parque Santa Rita,-23.5158081,-46.4175029
São Paulo,Parque Santana,-23.5398094,-46.2005863
São Paulo,Parque Santo Amaro,-23.676847000000002,-46.75509652047124
São Paulo,Parque Santo Antônio,-23.3142164,-45.958625
São Paulo,Parque Santo Eduardo,-22.9847417,-49.88152876383778
São Paulo,Parque São Domingos,-22.9348324,-45.4534005
São Paulo,Parque São Jorge,-23.5299682,-46.5660668
São Paulo,Parque São José,-20.54158865,-47.39040130410142
São Paulo,Parque São Lourenço,,
São Paulo,Parque São Lucas,-22.0970565,-51.4017338
São Paulo,Parque São Luís,-23.480290500000002,-46.689992514381785
São Paulo,Parque São Miguel,-20.797817,-49.3488204
São Paulo,Parque São Paulo,-21.7812511,-48.1304426
São Paulo,Parque São Rafael,-23.7301299,-46.5329787
São Paulo,Parque Savoy City,-23.5632664,-46.4894831
São Paulo,Parque Sevilha,-21.9862835,-51.6558175
São Paulo,Parque Sônia,-23.59495045,-46.75081708557407
São Paulo,Parque Taipas,-23.428522,-46.7137028
São Paulo,Parque Tamari,,
São Paulo,Parque Tietê,,
São Paulo,Parque Tomás Saraiva,,
São Paulo,Parque Universitário Espírita,,
São Paulo,Parque Veloso,-23.416265850000002,-46.47310022802588
São Paulo,Parque Vila Maria,-22.4703968,-46.61391797334096
São Paulo,Parque Vitória,-23.4713113,-46.5947064
São Paulo,Pedreira,-24.076612400000002,-48.89267784790535
São Paulo,Penha de Franca,-23.523683,-46.5437815
São Paulo,Penha França,-23.5278574,-46.5480249
São Paulo,Perdizes,-23.537929499999997,-46.68067051085396
São Paulo,Perus,-23.4084915,-46.743643244261776
São Paulo,Pinheiros,-23.567249,-46.7019515
São Paulo,Piqueri,-23.5039805,-46.7148182
São Paulo,Pirajussara,-23.648979,-46.8187528
São Paulo,Pirituba,-23.485533,-46.7219385
São Paulo,Planalto Paulista,-22.3302088,-52.2244637
São Paulo,Ponte Pequena,,
São Paulo,Ponte Rasa,-23.5110455,-46.4870517
São Paulo,Praia Azul,,
São Paulo,Praia da Lagoa,-23.590619750000002,-45.25336586484622
São Paulo,Praia do Leblon,,
São Paulo,Praia Paulistinha,-23.71697085,-46.68295237937853
São Paulo,Praias Paulistanas,,
São Paulo,Promorar Vila Maria,,
São Paulo,Protendit,,
São Paulo,Quarta Parada,-23.54666585,-46.58209754133325
São Paulo,Quinta da Paineira,-23.58848555,-46.58794280980811
São Paulo,Raposo Tavares,-23.59161035,-46.78035945303711
São Paulo,Real Parque,-22.5672753,-47.4132936
São Paulo,Recanto Alegre,-23.7119665,-46.4324847
São Paulo,Recanto Ana Maria,,
São Paulo,Recanto Campo Belo,-20.4936799,-47.3925793
São Paulo,Recanto dos Sonhos,-23.7643342,-46.5578566
São Paulo,Recanto Marisa,,
São Paulo,Recanto Monte Alegre,,
São Paulo,Recanto Paraíso,-21.99924745,-47.92457389519191
São Paulo,Recanto Santo Antônio,,
São Paulo,Recanto Verde do Sol,,
São Paulo,República,-23.545334500000003,-46.64225711835967
São Paulo,Residencial Morumbi,-21.863291,-51.847744
São Paulo,Residencial Sol Nascente,-23.2142142,-47.9560776
São Paulo,Residencial Vilela,-23.54237675,-46.56507489652831
São Paulo,Retiro Morumbi,-23.5964988,-46.7178446
São Paulo,Rio Bonito,-23.1019554,-48.2610535
São Paulo,Rio Pequeno,-23.5685049,-46.75685697298139
São Paulo,Riviera Paulista,-23.5553709,-46.6629792
São Paulo,Rolinopolis,,
São Paulo,Sacomã,-23.6012824,-46.6025552
São Paulo,Santa Amélia,-22.5688355,-50.6436062
São Paulo,Santa Cecília,-23.5296595,-46.65189388826502
São Paulo,Santa Efigênia,-23.9261416,-46.4009831
São Paulo,Santa Etelvina,,
São Paulo,Santa Ifigenia,-23.5376199,-46.6391827
São Paulo,Santa Teresinha,-22.394423449999998,-49.76905656346154
São Paulo,Santana,-22.004508,-50.3862746
São Paulo,Santo Amaro,-23.6562303,-46.7191156
São Paulo,São João Clímaco,-23.6242684,-46.5941503
São Paulo,São Judas,-23.6258085,-46.6409209
São Paulo,São Mateus,-23.5982995,-46.4817046
São Paulo,São Miguel Paulista,-23.5026845,-46.43832867511995
São Paulo,São Salvador,-8.07671775,-34.94207087947478
São Paulo,Sapopemba,-23.6043265,-46.5098851
São Paulo,Saúde,-23.615177950000003,-46.643393343146286
São Paulo,Se,-23.5506507,-46.6333824
São Paulo,Sete Praias,-23.7134195,-46.63148436507936
São Paulo,Siciliano,-23.5343382,-46.6983219
São Paulo,Sítio Areião,,
São Paulo,Sítio Barrocada,,
São Paulo,Sítio Botuquara,,
São Paulo,Sítio Caraguatá,,
São Paulo,Sítio da Figueira,-21.6131082,-48.0727387
São Paulo,Sítio do Mandaqui,,
São Paulo,Sítio do Morro,-23.4821521,-46.9398063
São Paulo,Sítio do Piqueri,,
São Paulo,Sítio Itaberaba I,,
São Paulo,Sítio Itaberaba II,,
São Paulo,Sítio Morro Grande,,
São Paulo,Sítio Pinheirinho,-23.1491477,-46.867894740933785
São Paulo,Sítio Represa,,
São Paulo,Socorro,-22.5902619,-46.5249112
São Paulo,Sumaré,-22.8217964,-47.267105
São Paulo,Sumarezinho,-21.1632261,-47.826194
São Paulo,Super Quadra Morumbi,,
São Paulo,Tatuapé,-23.5402524,-46.5766424
São Paulo,Terceira Divisão,-23.6111877,-46.4333792
São Paulo,Terceira Divisão de Interlagos,,
São Paulo,Tremembé,-22.95714,-45.547526
São Paulo,Três Cruzes,-20.407146,-48.0762216
São Paulo,Tucuruvi,-23.4800747,-46.6032701
São Paulo,Umarizal,-23.6202191,-46.760315129816526
São Paulo,União de Vila Nova,,
São Paulo,Usina Piratininga,-23.9645261,-46.6588647
São Paulo,Valo Velho,-23.646034,-46.785266
São Paulo,Várzea Barra Funda,-23.5254938,-46.6637689
São Paulo,Várzea da Barra Funda,-23.5254938,-46.6637689
São Paulo,Várzea de Baixo,,
São Paulo,Veleiros,-23.7557648,-46.6019735
São Paulo,Vila Abc,-24.1694425,-46.7810431
São Paulo,Vila Acre,-23.4886423,-46.68486010494628
São Paulo,Vila Adalgisa,,
São Paulo,Vila Água Funda,-23.626708999999998,-46.62825001925004
São Paulo,Vila Agueda,,
São Paulo,Vila Aimoré,,
São Paulo,Vila Alabama,,
São Paulo,Vila Alba,,
São Paulo,Vila Albano,-23.5584567,-46.5655308
São Paulo,Vila Albertina,-23.4520555,-46.6113118
São Paulo,Vila Alexandria,-23.6418705,-46.6714284
São Paulo,Vila Almeida,-23.4725437,-47.4710258
São Paulo,Vila Alpina,-23.5958577,-46.5589304
São Paulo,Vila Alzira,-23.6747161,-46.5208321
São Paulo,Vila Amália,-23.471303,-46.6528931
São Paulo,Vila Amélia,-23.5353712,-46.349347
São Paulo,Vila América,-23.6677448,-46.5084794
São Paulo,Vila Americana,,
São Paulo,Vila Ana Rosa,,
São Paulo,Vila Anadir,,
São Paulo,Vila Anália,,
São Paulo,Vila Anastácio,-23.5155169,-46.7182463
São Paulo,Vila Andes,-21.9196932,-48.1755306
São Paulo,Vila Andrade,-23.625687,-46.7269894
São Paulo,Vila Anglo Brasileira,-23.5400826,-46.69492
São Paulo,Vila Anhanguera,-24.110148,-46.6539788
São Paulo,Vila Antonieta,-23.5645429,-46.4905165
São Paulo,Vila Antonina,,
São Paulo,Vila Antônio,-23.6814766,-46.4453107
São Paulo,Vila Antônio dos Santos,,
São Paulo,Vila Aparecida,-22.9530115,-46.5344728
São Paulo,Vila Aparecida Ivone,,
São Paulo,Vila Araguaia,-23.4775422,-46.5574049
São Paulo,Vila Arapuã,-23.6350916,-46.5906251
São Paulo,Vila Arcádia,-29.5004566,-49.8509602
São Paulo,Vila Aricanduva,-23.536301,-46.5415824
São Paulo,Vila Arriete,-23.6821499,-46.6824429
São Paulo,Vila Arruda,-23.5717124,-48.034941
São Paulo,Vila Augusto,-23.501159,-47.472799
São Paulo,Vila Áurea,-23.9437013,-46.2828282
São Paulo,Vila Aurora,-23.4371421,-46.7474817
São Paulo,Vila Aurora - Zona Norte,,
São Paulo,Vila Ayrosa,,
São Paulo,Vila Azevedo,-23.5426905,-46.5713601
São Paulo,Vila Babilônia,-23.64441695,-46.656623803389834
São Paulo,Vila Baby,,
São Paulo,Vila Bancária,-20.8165226,-49.3929488
São Paulo,Vila Bancaria Munhoz,,
São Paulo,Vila Bandeirantes,-23.2472707,-47.313931
São Paulo,Vila Barbosa,,
São Paulo,Vila Barreto,,
São Paulo,Vila Baruel,-23.4972396,-46.6192878
São Paulo,Vila Basileia,-23.47925875,-46.648293541620006
São Paulo,Vila Bauab,,
São Paulo,Vila Beatriz,-23.5499684,-46.6977786
São Paulo,Vila Bela,-23.3114481,-46.7265599
São Paulo,Vila Bela Aliança,-23.5363938,-46.7282767
São Paulo,Vila Bela do Sapopemba,,
São Paulo,Vila Bela Vista,-23.6837518,-46.522997
São Paulo,Vila Belo Horizonte,-23.5589071,-48.0376083
São Paulo,Vila Bertioga,-23.8613536,-46.1654454
São Paulo,Vila Bianca,,
São Paulo,Vila Boacava,-23.5455826,-46.7324597
São Paulo,Vila Bom Jardim,-23.68733615,-46.76091049780248
São Paulo,Vila Bonilha,-21.8225073,-48.1449263
São Paulo,Vila Bonilha Nova,,
São Paulo,Vila Borges,,
São Paulo,Vila Bozzini,,
São Paulo,Vila Brasil,-21.6067489,-46.8979317
São Paulo,Vila Brasilândia,-23.6849879,-46.4495127
São Paulo,Vila Brasília,-21.9989749,-47.885024
São Paulo,Vila Brasilina,-23.5222472,-47.254863
São Paulo,Vila Brasílio Machado,,
São Paulo,Vila Bruna,,
São Paulo,Vila Buarque,-23.5445621,-46.647552
São Paulo,Vila Buenos Aires,-23.5091576,-46.5147421
São Paulo,Vila Butantã,-23.9337163,-46.38046523034218
São Paulo,Vila Cachoeira,-4.2342902,-38.8851703
São Paulo,Vila Caiçara,-24.0476478,-46.526386
São Paulo,Vila Caiuba,-23.399903799999997,-46.75108960483464
São Paulo,Vila Caju,-22.1748097,-47.1985769
São Paulo,Vila Califórnia,-20.9385048,-48.4534621
São Paulo,Vila Calu,-23.73432645,-46.79076915661303
São Paulo,Vila Campanela,-23.5378963,-46.46323931427959
São Paulo,Vila Campestre,-23.7046052,-46.5555651
São Paulo,Vila Campo Grande,-5.902558,-35.7742095
São Paulo,Vila Canero,-23.5329855,-46.6233196
São Paulo,Vila Capela,-28.377891,-54.818024
São Paulo,Vila Caraguatá,,
São Paulo,Vila Carbone,-23.5327589,-46.606862
São Paulo,Vila Cardoso Franco,-23.6255032,-46.5062133
São Paulo,Vila Carioca,-23.4415342,-46.550035
São Paulo,Vila Carlos de Campos,,
São Paulo,Vila Carmem,-21.8713949,-51.8508972
São Paulo,Vila Carmosina,-23.540372,-46.4541709
São Paulo,Vila Carolina,-23.6020823,-48.0646103
São Paulo,Vila Carrão,-23.5498671,-46.5385802
São Paulo,Vila Castelo,-23.4185741,-46.5065456
São Paulo,Vila Catupia,,
São Paulo,Vila Cavaton,,
São Paulo,Vila Caxambu,-23.1515425,-46.8395367
São Paulo,Vila Celeste,-23.4609909,-46.3176489
São Paulo,Vila Centenário,-22.1300834,-51.3732726
São Paulo,Vila Central,-22.6595129,-50.4227563
São Paulo,Vila Chabilândia,,
São Paulo,Vila Chalot,,
São Paulo,Vila Charlote,-22.1217975,-51.4014424
São Paulo,Vila Chavantes,-23.5147409,-46.4422707
São Paulo,Vila Chica Luisa,,
São Paulo,Vila Chuca,,
São Paulo,Vila Cisper,-23.4945595,-46.490538584011446
São Paulo,Vila Clara,-22.3334849,-49.0766773
São Paulo,Vila Clarice,-23.4697253,-46.7445117
São Paulo,Vila Cláudia,-23.6831691,-46.4422664
São Paulo,Vila Clementino,-23.5980058,-46.6434179
São Paulo,Vila Cleonice,,
São Paulo,Vila Comercial,-23.2222801,-46.8831644
São Paulo,Vila Conceição,-22.3040257,-49.0573084
São Paulo,Vila Condomínio do Pinhal,,
São Paulo,Vila Condomínio Pinhal,,
São Paulo,Vila Congonhas,,
São Paulo,Vila Constança,,
São Paulo,Vila Continental,-21.7613946,-52.1143769
São Paulo,Vila Corberi,,
São Paulo,Vila Cordeiro,-22.3163987,-49.0888056
São Paulo,Vila Cosmopolita,,
São Paulo,Vila Costa Melo,-23.5153984,-46.5140675
São Paulo,Vila Cristália,,
São Paulo,Vila Cruz das Almas,,
São Paulo,Vila Cruzeiro,-24.1115912,-49.3414603
São Paulo,Vila Cunha Bueno,-23.6037371,-46.5141677
São Paulo,Vila Curuçá,-23.510151,-46.41789278409091
São Paulo,Vila da Paz,-23.4076529,-49.0910627
São Paulo,Vila da Saúde,-23.6186392,-46.6367235
São Paulo,Vila Dalila,-23.5463973,-46.5203526
São Paulo,Vila Dalva,-23.5641268,-46.76536647385436
São Paulo,Vila Damaceno,,
São Paulo,Vila Danúbio Azul,,
São Paulo,Vila Darli,,
São Paulo,Vila das Belezas,-23.6402476,-46.7457694
São Paulo,Vila das Mercês,-23.6231613,-46.6085346
São Paulo,Vila Deodoro,,
São Paulo,Vila Dinorah,-23.59284125,-46.90997916445653
São Paulo,Vila Dionisia,,
São Paulo,Vila Diva,-22.8090235,-47.1745547
São Paulo,Vila Divina Pastora,,
São Paulo,Vila do Bosque,-23.6204028,-46.6299228
São Paulo,Vila do Castelo,,
São Paulo,Vila do Encontro,-23.651586,-46.6399293
São Paulo,Vila do Sol,-23.7358923,-46.7829024
São Paulo,Vila Dom Pedro I,-23.6019303,-46.6136603
São Paulo,Vila Dom Pedro II,-21.1310318,-51.0950545
São Paulo,Vila Domitila,-23.5033457,-46.74173373142271
São Paulo,Vila Dona Augusta,,
São Paulo,Vila Dona Meta,,
São Paulo,Vila Dona Sara,,
São Paulo,Vila Dorna,,
São Paulo,Vila dos Andradas,,
São Paulo,Vila dos Andrades,-24.4717168,-49.0201939
São Paulo,Vila dos Minérios,,
São Paulo,Vila dos Palmares,-23.6500051,-46.5553447
São Paulo,Vila dos Remédios,-23.5198137,-46.7555497
São Paulo,Vila Doutor Eiras,,
São Paulo,Vila Duarte,-23.5538301,-47.4593496
São Paulo,Vila Ede,-23.4936595,-46.5933904
São Paulo,Vila Elias Nigri,,
São Paulo,Vila Elida,,
São Paulo,Vila Elvira,,
